,label
6316,worry
6317,worry
6318,worry
6319,other
6320,worry
6321,other
6322,other
6323,worry
6324,sadness
6325,other
6326,other
6327,worry
6328,sadness
6329,other
6330,other
6331,worry
6332,worry
6333,sadness
6334,other
6335,worry
6336,love
6337,sadness
6338,other
6339,other
6340,other
6341,worry
6342,worry
6343,worry
6344,sadness
6345,other
6346,happiness
6347,worry
6348,other
6349,worry
6350,worry
6351,happiness
6352,other
6353,other
6354,worry
6355,other
6356,other
6357,worry
6358,sadness
6359,other
6360,happiness
6361,happiness
6362,other
6363,other
6364,happiness
6365,worry
6366,worry
6367,other
6368,other
6369,worry
6370,other
6371,worry
6372,sadness
6373,sadness
6374,other
6375,other
6376,sadness
6377,worry
6378,other
6379,happiness
6380,worry
6381,worry
6382,sadness
6383,other
6384,worry
6385,worry
6386,other
6387,other
6388,other
6389,other
6390,other
6391,other
6392,worry
6393,other
6394,worry
6395,other
6396,worry
6397,happiness
6398,other
6399,love
6400,sadness
6401,other
6402,sadness
6403,worry
6404,other
6405,worry
6406,other
6407,other
6408,sadness
6409,other
6410,other
6411,worry
6412,happiness
6413,other
6414,worry
6415,sadness
6416,other
6417,sadness
6418,worry
6419,other
6420,worry
6421,sadness
6422,worry
6423,sadness
6424,other
6425,sadness
6426,other
6427,love
6428,worry
6429,sadness
6430,happiness
6431,worry
6432,worry
6433,worry
6434,worry
6435,happiness
6436,worry
6437,other
6438,worry
6439,sadness
6440,sadness
6441,happiness
6442,other
6443,worry
6444,other
6445,sadness
6446,sadness
6447,happiness
6448,worry
6449,worry
6450,other
6452,sadness
6453,love
6454,worry
6455,worry
6456,worry
6457,sadness
6458,sadness
6459,other
6460,worry
6461,other
6462,sadness
6463,sadness
6464,sadness
6465,sadness
6466,sadness
6467,sadness
6468,other
6469,happiness
6470,other
6471,happiness
6472,worry
6473,other
6474,sadness
6475,other
6476,other
6477,other
6478,sadness
6479,sadness
6480,love
6481,other
6482,other
6483,sadness
6484,worry
6485,sadness
6486,worry
6487,worry
6488,sadness
6489,worry
6490,happiness
6491,happiness
6492,sadness
6493,worry
6494,happiness
6495,sadness
6496,happiness
6497,other
6498,happiness
6499,other
6500,worry
6501,worry
6502,sadness
6503,happiness
6504,love
6505,other
6506,other
6507,worry
6508,sadness
6509,other
6510,other
6511,other
6512,worry
6513,sadness
6514,sadness
6515,other
6516,other
6517,sadness
6518,worry
6519,worry
6520,sadness
6521,other
6522,love
6523,sadness
6524,other
6525,worry
6526,worry
6527,other
6528,happiness
6529,sadness
6530,worry
6531,worry
6532,other
6533,sadness
6534,worry
6535,other
6536,other
6537,other
6538,other
6539,other
6540,worry
6541,worry
6542,other
6543,sadness
6544,happiness
6545,other
6546,sadness
6547,worry
6548,other
6549,love
6550,worry
6551,other
6552,sadness
6553,worry
6554,other
6555,worry
6556,other
6557,worry
6558,sadness
6559,other
6560,happiness
6561,sadness
6562,other
6563,other
6564,worry
6565,other
6566,sadness
6567,other
6568,other
6569,happiness
6570,other
6571,happiness
6572,other
6573,sadness
6574,sadness
6575,worry
6576,worry
6577,other
6578,worry
6579,sadness
6580,sadness
6581,sadness
6582,worry
6583,other
6584,other
6585,worry
6586,worry
6587,worry
6588,worry
6589,happiness
6590,worry
6591,sadness
6592,love
6593,sadness
6594,worry
6595,other
6596,other
6597,other
6598,happiness
6599,other
6600,other
6601,love
6602,happiness
6603,sadness
6604,sadness
6605,sadness
6606,other
6607,happiness
6608,other
6609,other
6610,worry
6611,worry
6612,sadness
6613,sadness
6614,other
6615,other
6616,other
6617,other
6618,sadness
6619,worry
6620,worry
6621,worry
6622,other
6623,worry
6624,other
6625,other
6626,sadness
6627,worry
6628,sadness
6629,other
6630,happiness
6631,worry
6632,other
6633,worry
6634,other
6635,sadness
6636,sadness
6637,love
6638,worry
6639,other
6640,worry
6641,worry
6642,other
6643,sadness
6644,worry
6645,sadness
6646,sadness
6647,other
6648,love
6649,worry
6650,sadness
6651,sadness
6652,other
6653,other
6654,sadness
6655,sadness
6656,worry
6657,sadness
6658,sadness
6659,other
6660,sadness
6661,worry
6662,other
6663,other
6664,other
6665,other
6666,other
6667,other
6668,worry
6669,sadness
6670,sadness
6671,worry
6672,love
6673,worry
6674,sadness
6675,other
6676,other
6677,other
6678,other
6679,worry
6680,other
6681,other
6682,worry
6683,sadness
6684,other
6685,other
6686,other
6687,worry
6688,sadness
6689,other
6690,other
6691,other
6692,worry
6693,other
6694,other
6695,worry
6696,other
6697,sadness
6698,sadness
6699,other
6700,worry
6701,worry
6702,sadness
6703,sadness
6704,worry
6705,other
6706,other
6707,worry
6708,worry
6709,sadness
6710,sadness
6711,sadness
6712,other
6713,other
6714,other
6715,worry
6716,worry
6717,sadness
6718,sadness
6719,worry
6720,love
6721,sadness
6722,other
6723,love
6724,other
6725,other
6726,worry
6727,other
6728,sadness
6729,love
6730,worry
6731,other
6732,other
6733,sadness
6734,worry
6735,worry
6736,other
6737,sadness
6738,other
6739,worry
6740,other
6741,sadness
6742,worry
6743,other
6744,other
6745,worry
6746,love
6747,worry
6748,worry
6749,other
6750,sadness
6751,other
6752,other
6753,other
6754,sadness
6755,sadness
6756,worry
6757,worry
6758,worry
6759,other
6760,other
6761,sadness
6762,love
6763,worry
6764,love
6765,other
6766,other
6767,happiness
6768,worry
6769,other
6770,worry
6771,other
6772,worry
6773,sadness
6774,other
6775,other
6776,sadness
6777,worry
6778,other
6779,worry
6780,sadness
6781,worry
6782,other
6783,other
6784,sadness
6785,other
6786,worry
6787,sadness
6788,sadness
6789,other
6790,love
6791,sadness
6792,worry
6793,sadness
6794,other
6795,worry
6796,sadness
6797,worry
6798,sadness
6799,worry
6800,sadness
6801,other
6802,happiness
6803,other
6804,other
6805,sadness
6806,other
6807,other
6808,other
6809,worry
6810,other
6811,other
6812,other
6813,happiness
6814,other
6815,other
6816,sadness
6817,worry
6818,love
6819,worry
6820,worry
6821,sadness
6822,worry
6823,other
6824,sadness
6825,other
6826,other
6827,worry
6828,worry
6829,sadness
6830,worry
6831,happiness
6832,love
6833,other
6834,happiness
6835,sadness
6836,other
6837,worry
6839,other
6840,worry
6841,worry
6842,worry
6843,sadness
6844,worry
6845,sadness
6846,sadness
6847,worry
6848,worry
6849,worry
6850,other
6851,sadness
6852,worry
6853,happiness
6854,other
6855,other
6856,other
6857,sadness
6858,sadness
6859,sadness
6860,worry
6861,worry
6862,other
6863,worry
6864,worry
6865,other
6866,other
6867,other
6868,other
6869,sadness
6870,worry
6871,worry
6872,worry
6873,worry
6874,other
6875,worry
6876,sadness
6877,sadness
6878,other
6879,worry
6880,worry
6881,other
6882,worry
6883,other
6884,other
6885,worry
6886,other
6887,worry
6888,sadness
6889,sadness
6890,love
6891,worry
6892,worry
6893,sadness
6894,other
6895,other
6896,other
6897,other
6898,other
6899,sadness
6900,other
6901,worry
6902,worry
6903,sadness
6904,other
6905,other
6906,worry
6907,sadness
6908,worry
6909,other
6910,sadness
6911,worry
6912,worry
6913,other
6915,other
6916,sadness
6917,sadness
6918,worry
6919,sadness
6920,worry
6921,sadness
6922,other
6923,other
6924,other
6925,other
6926,other
6927,worry
6928,worry
6929,sadness
6930,sadness
6931,other
6932,other
6933,other
6934,happiness
6935,other
6936,worry
6937,worry
6938,worry
6939,other
6940,other
6941,other
6942,other
6943,sadness
6944,other
6945,sadness
6946,worry
6947,happiness
6948,worry
6949,other
6950,worry
6951,other
6952,other
6953,sadness
6954,other
6955,other
6956,other
6957,worry
6958,worry
6959,other
6960,sadness
6961,love
6962,worry
6963,other
6964,happiness
6965,sadness
6966,sadness
6967,worry
6968,other
6969,other
6970,happiness
6971,other
6972,other
6973,other
6974,other
6975,other
6976,happiness
6977,other
6978,worry
6979,other
6980,worry
6981,love
6982,happiness
6983,worry
6984,other
6985,other
6986,happiness
6987,worry
6988,other
6989,sadness
6990,worry
6991,worry
6992,other
6993,worry
6994,worry
6995,worry
6996,other
6997,worry
6998,worry
6999,sadness
7000,other
7001,other
7002,sadness
7003,sadness
7004,worry
7005,worry
7006,sadness
7007,worry
7008,other
7009,other
7010,other
7011,other
7012,other
7013,other
7014,worry
7015,worry
7016,sadness
7017,love
7018,worry
7019,happiness
7020,other
7021,sadness
7022,other
7023,sadness
7024,worry
7025,love
7026,sadness
7027,other
7028,sadness
7029,sadness
7030,worry
7031,other
7032,other
7033,worry
7034,other
7035,sadness
7036,worry
7037,sadness
7038,other
7039,worry
7040,happiness
7041,happiness
7042,worry
7043,other
7044,sadness
7045,worry
7046,other
7047,worry
7048,sadness
7049,sadness
7050,worry
7051,other
7052,other
7053,worry
7054,other
7055,sadness
7056,worry
7057,other
7058,happiness
7059,other
7060,sadness
7061,sadness
7062,worry
7063,other
7064,other
7065,other
7066,other
7067,other
7068,happiness
7069,sadness
7070,sadness
7071,other
7072,worry
7073,happiness
7074,sadness
7075,other
7076,love
7077,worry
7078,sadness
7079,other
7080,sadness
7081,other
7082,worry
7083,worry
7084,other
7085,worry
7086,other
7087,sadness
7088,worry
7089,other
7090,sadness
7091,worry
7092,worry
7093,other
7094,sadness
7095,worry
7096,worry
7097,other
7098,other
7099,worry
7100,sadness
7101,worry
7102,worry
7103,love
7104,other
7105,other
7106,other
7107,other
7108,love
7109,other
7110,happiness
7111,other
7112,sadness
7113,other
7114,worry
7115,worry
7116,other
7117,sadness
7118,worry
7119,other
7120,sadness
7121,other
7122,worry
7123,happiness
7124,worry
7125,other
7126,worry
7127,happiness
7128,worry
7129,sadness
7130,other
7131,worry
7132,worry
7133,sadness
7134,other
7135,other
7136,worry
7137,sadness
7138,worry
7139,sadness
7140,other
7141,sadness
7142,sadness
7144,other
7145,other
7146,worry
7147,worry
7148,worry
7149,sadness
7150,other
7151,other
7152,other
7153,other
7154,sadness
7155,other
7156,other
7157,worry
7158,worry
7159,other
7160,worry
7161,other
7162,happiness
7163,happiness
7164,other
7165,other
7166,sadness
7167,other
7168,worry
7169,sadness
7170,worry
7171,love
7172,other
7173,worry
7174,other
7175,sadness
7176,sadness
7177,love
7178,sadness
7179,other
7180,worry
7181,sadness
7182,sadness
7183,worry
7184,sadness
7185,sadness
7186,sadness
7187,sadness
7188,worry
7189,sadness
7190,sadness
7191,worry
7192,worry
7193,sadness
7194,worry
7195,other
7196,other
7197,other
7198,other
7199,other
7200,other
7201,love
7202,worry
7203,other
7204,sadness
7205,other
7206,sadness
7207,worry
7208,worry
7209,worry
7210,other
7211,other
7212,worry
7213,other
7214,other
7215,worry
7216,other
7217,other
7218,worry
7219,other
7220,worry
7221,other
7222,worry
7223,happiness
7224,worry
7225,other
7226,other
7227,other
7228,other
7229,other
7230,sadness
7231,worry
7232,other
7233,sadness
7234,sadness
7235,sadness
7236,worry
7237,sadness
7238,sadness
7239,worry
7240,other
7241,sadness
7242,other
7243,other
7244,happiness
7245,worry
7246,other
7247,worry
7248,other
7249,worry
7250,worry
7251,other
7252,worry
7253,worry
7254,sadness
7255,other
7256,worry
7257,sadness
7258,other
7259,other
7260,worry
7261,other
7262,other
7263,sadness
7264,other
7265,other
7266,worry
7267,other
7268,sadness
7269,worry
7270,sadness
7271,sadness
7272,other
7273,other
7274,other
7275,worry
7276,worry
7277,sadness
7278,worry
7279,sadness
7280,sadness
7281,worry
7282,other
7283,love
7284,other
7285,other
7286,happiness
7287,love
7288,other
7289,other
7290,worry
7291,worry
7292,other
7293,worry
7294,other
7295,sadness
7296,happiness
7297,worry
7298,worry
7299,other
7300,other
7301,worry
7302,worry
7303,other
7304,other
7305,other
7306,other
7307,sadness
7308,other
7309,worry
7310,worry
7311,sadness
7312,sadness
7313,other
7314,other
7315,other
7316,sadness
7317,other
7318,worry
7319,other
7320,other
7321,worry
7322,love
7323,worry
7324,other
7325,worry
7326,worry
7327,other
7328,sadness
7329,other
7330,worry
7331,other
7332,other
7333,other
7334,sadness
7335,worry
7336,worry
7337,love
7338,worry
7339,sadness
7340,other
7341,happiness
7342,other
7343,worry
7344,other
7345,sadness
7346,other
7347,sadness
7348,sadness
7349,worry
7350,worry
7351,worry
7352,sadness
7353,worry
7354,sadness
7355,worry
7356,other
7357,sadness
7358,worry
7359,sadness
7360,other
7361,other
7362,worry
7363,other
7364,worry
7365,other
7366,sadness
7367,worry
7368,worry
7369,worry
7370,happiness
7371,sadness
7372,other
7373,sadness
7374,worry
7375,worry
7376,other
7377,worry
7378,other
7379,other
7380,love
7381,sadness
7382,other
7383,other
7384,other
7385,worry
7386,other
7387,other
7388,other
7389,worry
7390,other
7391,other
7392,worry
7393,sadness
7394,sadness
7395,other
7396,sadness
7397,worry
7398,other
7399,sadness
7400,other
7401,sadness
7402,worry
7403,worry
7404,other
7405,other
7406,worry
7407,love
7408,sadness
7409,sadness
7410,other
7411,sadness
7412,worry
7413,worry
7414,sadness
7415,sadness
7416,other
7417,worry
7418,worry
7419,sadness
7420,worry
7421,other
7422,sadness
7423,happiness
7424,other
7425,worry
7426,other
7427,other
7428,other
7429,other
7430,worry
7431,other
7432,worry
7433,sadness
7434,worry
7435,other
7436,happiness
7437,sadness
7438,other
7439,other
7440,other
7441,worry
7442,love
7443,other
7444,worry
7445,worry
7446,worry
7447,worry
7448,other
7449,other
7450,worry
7451,other
7452,other
7453,sadness
7454,sadness
7455,other
7456,other
7457,other
7458,sadness
7459,other
7460,sadness
7461,other
7462,worry
7463,other
7464,other
7465,other
7466,worry
7467,worry
7468,worry
7469,other
7470,other
7471,worry
7472,worry
7473,sadness
7474,sadness
7476,happiness
7477,worry
7478,love
7479,sadness
7480,other
7481,sadness
7482,other
7483,sadness
7484,love
7485,worry
7486,other
7487,other
7488,other
7489,worry
7490,worry
7491,worry
7492,other
7493,worry
7494,worry
7495,sadness
7496,worry
7497,other
7498,worry
7499,worry
7500,other
7501,worry
7502,other
7503,worry
7504,worry
7505,worry
7506,other
7507,other
7508,other
7509,other
7510,other
7511,other
7512,worry
7513,other
7514,worry
7515,sadness
7516,sadness
7517,other
7518,sadness
7519,other
7520,love
7521,sadness
7522,other
7523,sadness
7524,sadness
7525,worry
7526,other
7527,other
7528,worry
7529,other
7530,other
7531,sadness
7532,other
7533,worry
7534,worry
7535,worry
7536,other
7537,other
7538,worry
7539,worry
7540,other
7541,sadness
7542,sadness
7543,worry
7544,other
7545,love
7546,worry
7547,sadness
7548,other
7549,sadness
7550,worry
7551,worry
7552,worry
7553,other
7554,other
7555,other
7556,other
7557,worry
7558,love
7559,other
7560,love
7561,other
7562,worry
7563,worry
7564,sadness
7565,other
7566,other
7567,other
7568,worry
7569,other
7570,sadness
7571,worry
7572,sadness
7573,other
7574,other
7575,worry
7576,sadness
7577,other
7578,other
7579,worry
7580,other
7581,worry
7582,worry
7583,worry
7584,worry
7585,worry
7586,sadness
7587,other
7588,happiness
7589,other
7590,worry
7591,sadness
7592,worry
7593,worry
7594,sadness
7595,happiness
7596,worry
7597,other
7598,worry
7599,worry
7600,sadness
7601,other
7602,worry
7603,worry
7604,worry
7605,other
7606,worry
7607,sadness
7608,sadness
7609,worry
7610,other
7611,worry
7612,other
7613,happiness
7614,love
7615,happiness
7616,happiness
7617,worry
7618,other
7619,other
7620,love
7621,worry
7622,worry
7623,other
7624,other
7625,happiness
7626,worry
7627,other
7628,other
7629,other
7630,worry
7631,sadness
7632,worry
7633,sadness
7634,other
7635,worry
7636,other
7637,other
7638,other
7639,sadness
7640,other
7641,other
7642,sadness
7643,sadness
7644,worry
7645,other
7646,worry
7647,worry
7648,other
7649,other
7650,happiness
7651,sadness
7652,sadness
7653,sadness
7654,happiness
7655,worry
7656,happiness
7657,sadness
7658,sadness
7659,happiness
7660,love
7661,other
7662,worry
7663,sadness
7664,other
7665,sadness
7666,sadness
7667,sadness
7668,other
7669,love
7670,other
7671,other
7672,sadness
7673,worry
7674,other
7675,worry
7676,worry
7677,other
7678,worry
7679,other
7680,other
7681,love
7682,other
7683,worry
7684,sadness
7685,other
7686,sadness
7687,worry
7688,worry
7689,other
7690,other
7691,worry
7692,worry
7693,sadness
7694,worry
7695,sadness
7696,other
7697,worry
7698,other
7699,worry
7700,worry
7701,worry
7702,sadness
7703,sadness
7704,other
7705,happiness
7706,sadness
7707,worry
7708,other
7709,other
7710,sadness
7711,other
7712,happiness
7713,worry
7714,other
7715,worry
7716,worry
7717,worry
7718,sadness
7719,worry
7720,other
7721,other
7722,worry
7723,other
7724,other
7725,worry
7726,happiness
7727,worry
7728,worry
7729,other
7730,worry
7731,happiness
7732,sadness
7733,other
7734,happiness
7735,other
7736,worry
7737,worry
7738,sadness
7739,worry
7740,sadness
7741,other
7742,sadness
7743,worry
7744,other
7745,worry
7746,worry
7747,other
7748,sadness
7749,sadness
7750,sadness
7751,love
7752,love
7753,sadness
7754,sadness
7755,other
7756,sadness
7757,happiness
7758,worry
7759,sadness
7760,sadness
7761,other
7762,worry
7763,sadness
7764,worry
7765,worry
7766,other
7767,other
7768,other
7769,other
7770,other
7771,sadness
7772,worry
7773,sadness
7774,other
7775,worry
7776,other
7777,other
7778,other
7779,worry
7780,other
7781,worry
7782,sadness
7783,worry
7784,worry
7785,sadness
7786,worry
7787,other
7788,other
7789,other
7790,sadness
7791,other
7792,worry
7793,other
7794,worry
7795,other
7796,worry
7797,other
7798,worry
7799,other
7800,other
7801,other
7802,other
7803,love
7804,sadness
7805,happiness
7806,sadness
7807,other
7808,worry
7809,sadness
7810,love
7811,worry
7812,worry
7813,other
7814,worry
7815,sadness
7816,happiness
7817,worry
7818,sadness
7819,sadness
7820,worry
7821,sadness
7822,worry
7823,happiness
7824,worry
7825,other
7826,sadness
7827,other
7828,other
7829,other
7830,worry
7831,other
7832,worry
7833,other
7834,other
7835,other
7836,sadness
7837,other
7838,other
7839,worry
7840,worry
7841,worry
7842,other
7843,worry
7844,other
7845,worry
7846,worry
7847,worry
7848,worry
7849,other
7850,sadness
7851,sadness
7852,worry
7853,other
7854,worry
7855,other
7856,love
7857,other
7858,worry
7859,other
7860,worry
7861,worry
7862,worry
7863,worry
7864,other
7865,sadness
7866,other
7867,worry
7868,other
7869,worry
7870,worry
7871,other
7872,other
7873,other
7874,worry
7875,happiness
7876,worry
7877,happiness
7878,love
7879,sadness
7880,sadness
7881,sadness
7882,sadness
7883,other
7884,other
7885,worry
7886,other
7887,worry
7888,sadness
7889,worry
7890,worry
7891,sadness
7892,happiness
7893,love
7894,worry
7895,other
7896,other
7897,other
7898,sadness
7899,sadness
7900,other
7901,love
7902,worry
7903,worry
7904,sadness
7905,happiness
7906,sadness
7907,worry
7908,love
7909,other
7910,sadness
7911,worry
7912,worry
7913,other
7914,sadness
7915,sadness
7916,sadness
7917,other
7918,worry
7919,other
7920,sadness
7921,other
7922,love
7923,other
7924,sadness
7925,other
7926,worry
7927,other
7928,worry
7929,sadness
7930,worry
7931,worry
7932,worry
7933,other
7934,other
7935,other
7936,sadness
7937,worry
7938,other
7939,other
7940,happiness
7941,worry
7942,worry
7943,sadness
7944,worry
7945,worry
7946,other
7947,other
7948,sadness
7949,other
7950,other
7951,sadness
7952,love
7953,worry
7954,worry
7955,sadness
7956,other
7957,sadness
7958,worry
7959,worry
7960,other
7961,happiness
7962,other
7963,sadness
7964,other
7965,other
7966,worry
7967,other
7968,sadness
7969,worry
7970,worry
7971,happiness
7972,other
7973,love
7974,worry
7975,other
7976,worry
7977,sadness
7978,worry
7979,worry
7980,other
7981,other
7982,worry
7983,worry
7984,worry
7985,sadness
7986,worry
7987,sadness
7988,worry
7989,other
7990,sadness
7991,sadness
7992,worry
7993,sadness
7994,other
7995,happiness
7996,worry
7997,worry
7998,sadness
7999,worry
8000,sadness
8001,love
8002,worry
8003,sadness
8004,worry
8005,sadness
8006,sadness
8007,happiness
8008,worry
8009,worry
8010,other
8011,other
8012,worry
8013,other
8014,worry
8015,other
8016,sadness
8017,love
8018,worry
8019,love
8020,love
8021,worry
8022,other
8023,love
8024,sadness
8025,other
8026,worry
8027,other
8028,sadness
8029,worry
8030,sadness
8031,sadness
8032,love
8033,other
8034,happiness
8035,other
8036,sadness
8037,sadness
8038,sadness
8039,sadness
8040,worry
8041,worry
8042,worry
8043,sadness
8044,other
8045,other
8046,other
8047,sadness
8048,sadness
8049,other
8050,other
8051,sadness
8052,worry
8053,happiness
8054,worry
8055,other
8056,other
8057,sadness
8058,worry
8059,other
8060,other
8061,happiness
8062,worry
8063,love
8064,worry
8065,sadness
8066,sadness
8067,happiness
8068,worry
8069,worry
8070,other
8071,sadness
8072,sadness
8073,other
8074,happiness
8075,worry
8076,sadness
8077,other
8078,worry
8079,other
8080,sadness
8082,other
8083,other
8084,love
8085,worry
8086,worry
8087,worry
8088,worry
8089,worry
8090,other
8091,sadness
8092,worry
8093,worry
8094,sadness
8095,other
8096,love
8097,other
8098,sadness
8099,other
8100,sadness
8101,sadness
8102,worry
8103,other
8104,worry
8105,sadness
8106,sadness
8107,other
8108,sadness
8109,other
8110,sadness
8111,worry
8112,worry
8113,other
8114,other
8115,happiness
8116,other
8117,sadness
8118,other
8119,sadness
8120,sadness
8121,happiness
8122,sadness
8123,happiness
8124,worry
8125,other
8126,other
8127,worry
8128,sadness
8129,sadness
8130,worry
8131,other
8132,worry
8133,other
8134,other
8136,other
8137,other
8138,other
8139,sadness
8140,sadness
8141,happiness
8142,worry
8143,worry
8144,worry
8145,other
8146,other
8147,sadness
8148,other
8149,worry
8150,sadness
8151,love
8152,worry
8153,other
8154,other
8155,sadness
8156,worry
8157,sadness
8158,sadness
8159,other
8160,worry
8161,worry
8162,other
8163,worry
8164,sadness
8165,worry
8166,sadness
8167,sadness
8168,other
8169,other
8170,other
8171,other
8172,other
8173,other
8174,other
8175,worry
8176,other
8177,worry
8178,sadness
8179,worry
8180,worry
8181,worry
8182,worry
8183,other
8184,happiness
8185,happiness
8186,other
8187,love
8188,other
8189,other
8190,sadness
8191,worry
8192,happiness
8193,other
8194,happiness
8195,happiness
8196,worry
8197,worry
8198,other
8199,other
8200,other
8201,other
8202,other
8203,other
8204,love
8205,worry
8206,other
8207,worry
8208,other
8209,other
8210,other
8211,other
8212,other
8213,sadness
8214,worry
8215,other
8217,other
8218,other
8219,other
8220,happiness
8221,other
8222,other
8223,happiness
8224,sadness
8225,other
8226,worry
8227,sadness
8228,other
8229,other
8230,worry
8231,other
8232,worry
8233,sadness
8234,sadness
8235,worry
8236,sadness
8237,other
8238,worry
8239,sadness
8240,other
8241,other
8242,worry
8243,sadness
8244,sadness
8245,worry
8246,other
8247,worry
8248,worry
8249,worry
8250,worry
8251,other
8252,other
8253,sadness
8254,worry
8255,sadness
8256,other
8257,worry
8258,sadness
8259,sadness
8260,worry
8261,worry
8262,worry
8263,happiness
8264,other
8265,worry
8266,other
8267,other
8268,other
8269,worry
8270,other
8271,sadness
8272,other
8273,other
8274,worry
8275,sadness
8276,worry
8277,love
8278,worry
8279,sadness
8280,sadness
8281,worry
8282,worry
8283,sadness
8284,worry
8285,other
8286,other
8287,other
8288,sadness
8289,worry
8290,happiness
8291,worry
8292,other
8293,worry
8294,other
8295,other
8296,worry
8297,sadness
8298,happiness
8299,other
8300,happiness
8301,worry
8302,worry
8303,other
8304,sadness
8305,other
8306,sadness
8307,sadness
8308,other
8309,worry
8310,sadness
8311,worry
8312,other
8313,love
8314,happiness
8315,sadness
8316,other
8317,sadness
8318,sadness
8319,love
8320,worry
8321,other
8322,sadness
8323,other
8324,worry
8325,other
8326,other
8327,happiness
8328,sadness
8329,worry
8330,worry
8331,other
8332,worry
8333,worry
8334,worry
8335,sadness
8336,sadness
8337,other
8338,worry
8339,worry
8340,sadness
8341,other
8342,worry
8343,happiness
8344,worry
8345,worry
8346,other
8347,other
8348,other
8349,other
8350,other
8351,sadness
8352,worry
8353,worry
8354,worry
8355,other
8356,worry
8357,worry
8358,worry
8359,worry
8360,worry
8361,sadness
8362,worry
8363,other
8364,sadness
8365,other
8366,worry
8367,other
8368,sadness
8369,worry
8370,worry
8371,sadness
8372,happiness
8373,other
8374,worry
8375,worry
8376,sadness
8377,other
8378,other
8379,other
8380,other
8381,other
8382,sadness
8383,other
8384,other
8385,worry
8386,worry
8387,sadness
8388,worry
8389,other
8390,happiness
8391,sadness
8392,other
8393,worry
8394,happiness
8395,love
8396,sadness
8397,worry
8398,other
8399,love
8400,other
8401,worry
8402,love
8403,other
8404,other
8405,other
8406,sadness
8407,sadness
8408,other
8409,worry
8410,other
8411,other
8412,other
8413,other
8414,other
8415,happiness
8416,worry
8417,other
8418,worry
8419,worry
8420,sadness
8421,worry
8422,sadness
8423,other
8424,worry
8425,sadness
8426,worry
8427,love
8428,other
8429,other
8430,love
8431,other
8432,happiness
8433,other
8434,happiness
8435,sadness
8436,sadness
8437,happiness
8438,other
8439,worry
8440,other
8441,worry
8442,sadness
8443,sadness
8444,other
8445,other
8446,other
8447,other
8448,worry
8449,other
8450,other
8451,other
8452,worry
8453,other
8454,other
8455,worry
8456,other
8457,love
8458,other
8459,happiness
8460,sadness
8461,worry
8462,happiness
8463,sadness
8464,worry
8465,worry
8466,worry
8467,worry
8468,sadness
8469,other
8470,worry
8471,love
8472,happiness
8473,other
8474,worry
8475,other
8476,worry
8477,worry
8478,other
8479,sadness
8480,worry
8481,other
8482,worry
8483,worry
8484,happiness
8485,worry
8486,love
8487,happiness
8488,other
8489,worry
8490,happiness
8491,worry
8492,worry
8493,other
8494,other
8495,worry
8496,worry
8497,other
8498,sadness
8499,worry
8500,sadness
8501,other
8502,other
8503,other
8504,worry
8505,sadness
8506,other
8507,other
8508,worry
8509,other
8510,other
8511,worry
8512,worry
8513,other
8514,other
8515,other
8516,love
8517,sadness
8518,worry
8519,sadness
8520,other
8521,worry
8522,love
8523,sadness
8524,worry
8525,other
8526,other
8527,happiness
8528,other
8529,happiness
8530,other
8531,sadness
8532,sadness
8533,other
8534,worry
8535,sadness
8536,worry
8537,other
8538,worry
8539,other
8540,other
8541,sadness
8542,worry
8543,worry
8544,worry
8545,worry
8546,sadness
8547,other
8548,sadness
8549,other
8550,other
8551,other
8552,other
8553,worry
8554,worry
8555,worry
8556,other
8557,sadness
8558,other
8559,other
8560,other
8561,other
8562,worry
8563,other
8564,worry
8565,sadness
8566,sadness
8567,sadness
8568,sadness
8569,worry
8570,happiness
8571,sadness
8572,other
8573,worry
8574,worry
8575,other
8576,other
8577,worry
8578,worry
8579,other
8580,sadness
8581,sadness
8582,other
8583,worry
8584,worry
8585,other
8586,sadness
8587,sadness
8588,worry
8589,worry
8590,worry
8591,other
8592,love
8593,worry
8594,other
8595,other
8596,other
8597,worry
8598,worry
8599,other
8600,sadness
8601,sadness
8602,worry
8603,sadness
8604,worry
8605,other
8606,worry
8607,worry
8608,worry
8609,other
8610,other
8611,worry
8612,worry
8613,other
8614,other
8615,worry
8616,other
8617,worry
8618,sadness
8619,worry
8620,other
8621,other
8622,other
8623,sadness
8624,other
8625,other
8626,other
8627,happiness
8628,other
8629,worry
8630,sadness
8631,sadness
8632,other
8633,worry
8634,sadness
8635,worry
8636,other
8637,worry
8638,other
8639,worry
8640,happiness
8641,other
8642,other
8643,sadness
8644,happiness
8645,worry
8646,other
8647,happiness
8648,other
8649,other
8650,other
8651,other
8652,happiness
8653,sadness
8654,sadness
8655,other
8656,worry
8657,other
8658,sadness
8659,sadness
8660,sadness
8661,love
8662,worry
8663,worry
8664,sadness
8665,sadness
8666,other
8667,other
8668,other
8669,worry
8670,other
8671,other
8672,sadness
8673,other
8674,sadness
8675,sadness
8676,other
8677,sadness
8678,sadness
8679,sadness
8680,other
8681,worry
8682,other
8683,other
8684,worry
8685,love
8686,other
8687,sadness
8688,sadness
8689,worry
8690,other
8691,sadness
8692,worry
8693,worry
8694,other
8695,other
8696,worry
8697,other
8698,worry
8699,worry
8700,worry
8701,sadness
8702,other
8703,worry
8704,sadness
8705,happiness
8706,worry
8708,sadness
